選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,所属チーム,birthday,主な獲得タイトル
1651376,https://baseball.yahoo.co.jp/npb/player/1651376/top,福元 悠真,フクモト ユウマ,中日ドラゴンズ,209,外野手,奈良,1999年12月1日,180cm,85kg,O,右投げ右打ち,2021年,6位,智弁学園高（甲）－大阪商業大－中日,智弁学園高,中日,1999-12-1,
2112337,https://baseball.yahoo.co.jp/npb/player/2112337/top,モニエル,モニエル,中日ドラゴンズ,220,外野手,キューバ,2001年4月17日,190cm,106kg,不明,右投げ右打ち,--,--,オリエンテ大－キューバ・サンティアゴ・デ・クーバ－中日,オリエンテ大,中日,2001-4-17,
1960283,https://baseball.yahoo.co.jp/npb/player/1960283/top,ゲラ,ゲラ,阪神タイガース,00,投手,パナマ,1995年9月25日,183cm,86kg,不明,右投げ左打ち,--,--,セントロ・エドゥカティーボ・クルトゥラル・ビリンゲ・エゼル校－パドレス－レイズ－ブルワーズ－レイズ－3Aダーラム－阪神,セントロ・エドゥカティーボ・クルトゥラル・ビリンゲ・エゼル校,阪神,1995-9-25,
1300075,https://baseball.yahoo.co.jp/npb/player/1300075/top,岩崎 優,イワザキ スグル,阪神タイガース,13,投手,静岡,1991年6月19日,185cm,91kg,B,左投げ左打ち,2013年,6位,清水東高－国士舘大－阪神,清水東高,阪神,1991-6-19,（セ）23
1300070,https://baseball.yahoo.co.jp/npb/player/1300070/top,岩貞 祐太,イワサダ ユウタ,阪神タイガース,14,投手,熊本,1991年9月5日,183cm,87kg,A,左投げ左打ち,2013年,1位,必由館高－横浜商科大－阪神,必由館高,阪神,1991-9-5,
1900044,https://baseball.yahoo.co.jp/npb/player/1900044/top,西 純矢,ニシ ジュンヤ,阪神タイガース,15,投手,広島,2001年9月13日,184cm,94kg,O,右投げ右打ち,2019年,1位,創志学園高（甲）－阪神,創志学園高,阪神,2001-9-13,
900062,https://baseball.yahoo.co.jp/npb/player/900062/top,西 勇輝,ニシ ユウキ,阪神タイガース,16,投手,三重,1990年11月10日,181cm,82kg,B,右投げ右打ち,2008年,3位,菰野高（甲）－オリックス－阪神,菰野高,阪神,1990-11-10,（ゴ）19
1850363,https://baseball.yahoo.co.jp/npb/player/1850363/top,伊原 陵人,イハラ タカト,阪神タイガース,18,投手,奈良,2000年8月7日,170cm,77kg,B,左投げ左打ち,2024年,1位,智弁学園高（甲）－大阪商業大－NTT西日本－阪神,智弁学園高,阪神,2000-8-7,
2110265,https://baseball.yahoo.co.jp/npb/player/2110265/top,下村 海翔,シモムラ カイト,阪神タイガース,19,投手,兵庫,2002年3月27日,174cm,73kg,A,右投げ右打ち,2023年,1位,九州国際大付高－青山学院大－阪神,九州国際大付高,阪神,2002-3-27,
1960901,https://baseball.yahoo.co.jp/npb/player/1960901/top,デュプランティエ,デュプランティエ,阪神タイガース,20,投手,アメリカ,1994年7月11日,193cm,103kg,不明,右投げ左打ち,--,--,ライス大－ダイヤモンドバックス－3Aナッシュビル－阪神,ライス大,阪神,1994-7-11,
2105582,https://baseball.yahoo.co.jp/npb/player/2105582/top,椎葉 剛,シイバ ツヨシ,阪神タイガース,26,投手,大阪,2002年3月18日,182cm,92kg,A,右投げ右打ち,2023年,2位,島原中央高－ミキハウス－四国ILplus・徳島－阪神,島原中央高,阪神,2002-3-18,
2000052,https://baseball.yahoo.co.jp/npb/player/2000052/top,伊藤 将司,イトウ マサシ,阪神タイガース,27,投手,千葉,1996年5月8日,178cm,87kg,AB,左投げ左打ち,2020年,2位,横浜高（甲）－国際武道大－JR東日本－阪神,横浜高,阪神,1996-5-8,
2109682,https://baseball.yahoo.co.jp/npb/player/2109682/top,今朝丸 裕喜,ケサマル ユウキ,阪神タイガース,28,投手,兵庫,2006年6月2日,187cm,77kg,A,右投げ右打ち,2024年,2位,報徳学園高（甲）－阪神,報徳学園高,阪神,2006-6-2,
1700078,https://baseball.yahoo.co.jp/npb/player/1700078/top,髙橋 遥人,タカハシ ハルト,阪神タイガース,29,投手,静岡,1995年11月7日,181cm,79kg,A,左投げ左打ち,2017年,2位,常葉橘高（甲）－亜細亜大－阪神,常葉橘高,阪神,1995-11-7,
2104016,https://baseball.yahoo.co.jp/npb/player/2104016/top,門別 啓人,モンベツ ケイト,阪神タイガース,30,投手,北海道,2004年7月10日,183cm,86kg,A,左投げ左打ち,2022年,2位,東海大札幌高－阪神,東海大札幌高,阪神,2004-7-10,
1800105,https://baseball.yahoo.co.jp/npb/player/1800105/top,漆原 大晟,ウルシハラ タイセイ,阪神タイガース,34,投手,新潟,1996年9月10日,182cm,85kg,B,右投げ左打ち,2018年,（育）1位,新潟明訓高（甲）－新潟医療福祉大－オリックス－阪神,新潟明訓高,阪神,1996-9-10,
1600115,https://baseball.yahoo.co.jp/npb/player/1600115/top,才木 浩人,サイキ ヒロト,阪神タイガース,35,投手,兵庫,1998年11月7日,189cm,88kg,A,右投げ右打ち,2016年,3位,須磨翔風高－阪神,須磨翔風高,阪神,1998-11-7,
1600060,https://baseball.yahoo.co.jp/npb/player/1600060/top,畠 世周,ハタケ セイシュウ,阪神タイガース,36,投手,広島,1994年5月31日,186cm,82kg,AB,右投げ左打ち,2016年,2位,近大福山高－近畿大－巨人－阪神,近大福山高,阪神,1994-5-31,
1900046,https://baseball.yahoo.co.jp/npb/player/1900046/top,及川 雅貴,オヨカワ マサキ,阪神タイガース,37,投手,千葉,2001年4月18日,184cm,81kg,O,左投げ左打ち,2019年,3位,横浜高（甲）－阪神,横浜高,阪神,2001-4-18,
2000055,https://baseball.yahoo.co.jp/npb/player/2000055/top,村上 頌樹,ムラカミ ショウキ,阪神タイガース,41,投手,兵庫,1998年6月25日,175cm,82kg,A,右投げ左打ち,2020年,5位,智弁学園高（甲）－東洋大－阪神,智弁学園高,阪神,1998-6-25,（防）23（新）23（優）23
1961861,https://baseball.yahoo.co.jp/npb/player/1961861/top,ネルソン,ネルソン,阪神タイガース,42,投手,アメリカ,1995年12月5日,185cm,92kg,不明,右投げ右打ち,--,--,ガルフコースト・コミュニティカレッジ－ヤンキース－フィリーズ－3Aリーハイバレー－阪神,ガルフコースト・コミュニティカレッジ,阪神,1995-12-5,
1000164,https://baseball.yahoo.co.jp/npb/player/1000164/top,島本 浩也,シマモト ヒロヤ,阪神タイガース,46,投手,奈良,1993年2月14日,176cm,71kg,B,左投げ左打ち,2010年,（育）2位,福知山成美高－阪神,福知山成美高,阪神,1993-2-14,
2103707,https://baseball.yahoo.co.jp/npb/player/2103707/top,桐敷 拓馬,キリシキ タクマ,阪神タイガース,47,投手,埼玉,1999年6月20日,179cm,94kg,O,左投げ左打ち,2021年,3位,本庄東高－新潟医療福祉大－阪神,本庄東高,阪神,1999-6-20,（中）24
2107862,https://baseball.yahoo.co.jp/npb/player/2107862/top,茨木 秀俊,イバラギ ヒデトシ,阪神タイガース,48,投手,北海道,2004年6月8日,182cm,87kg,A,右投げ右打ち,2022年,4位,帝京長岡高－阪神,帝京長岡高,阪神,2004-6-8,
1700137,https://baseball.yahoo.co.jp/npb/player/1700137/top,大竹 耕太郎,オオタケ コウタロウ,阪神タイガース,49,投手,熊本,1995年6月29日,184cm,87kg,A,左投げ左打ち,2017年,（育）4位,済々黌高（甲）－早稲田大－ソフトバンク－阪神,済々黌高,阪神,1995-6-29,
2106172,https://baseball.yahoo.co.jp/npb/player/2106172/top,富田 蓮,トミダ レン,阪神タイガース,50,投手,岐阜,2001年9月6日,174cm,76kg,B,左投げ左打ち,2022年,6位,大垣商高－三菱自動車岡崎－阪神,大垣商高,阪神,2001-9-6,
2112444,https://baseball.yahoo.co.jp/npb/player/2112444/top,木下 里都,キノシタ リト,阪神タイガース,54,投手,福岡,2001年1月27日,183cm,90kg,A,右投げ右打ち,2024年,3位,福岡舞鶴高－福岡大－KMGホールディングス－阪神,福岡舞鶴高,阪神,2001-1-27,
2106233,https://baseball.yahoo.co.jp/npb/player/2106233/top,石黒 佑弥,イシグロ ユウヤ,阪神タイガース,63,投手,愛知,2001年6月20日,180cm,83kg,O,右投げ右打ち,2023年,5位,星城高－JR西日本－阪神,星城高,阪神,2001-6-20,
2103848,https://baseball.yahoo.co.jp/npb/player/2103848/top,岡留 英貴,オカドメ ヒデタカ,阪神タイガース,64,投手,沖縄,1999年11月7日,181cm,94kg,O,右投げ右打ち,2021年,5位,沖縄尚学高－亜細亜大－阪神,沖縄尚学高,阪神,1999-11-7,
1800070,https://baseball.yahoo.co.jp/npb/player/1800070/top,湯浅 京己,ユアサ アツキ,阪神タイガース,65,投手,三重,1999年7月17日,183cm,82kg,O,右投げ右打ち,2018年,6位,聖光学院高－BCリーグ・富山－阪神,聖光学院高,阪神,1999-7-17,（中）22
2112141,https://baseball.yahoo.co.jp/npb/player/2112141/top,津田 淳哉,ツダ ジュンヤ,阪神タイガース,66,投手,奈良,2001年8月27日,178cm,83kg,O,右投げ右打ち,2023年,6位,奈良・高田商高－大阪経済大－阪神,奈良・高田商高,阪神,2001-8-27,
2000058,https://baseball.yahoo.co.jp/npb/player/2000058/top,石井 大智,イシイ ダイチ,阪神タイガース,69,投手,秋田,1997年7月29日,175cm,80kg,O,右投げ右打ち,2020年,8位,秋田高専－四国ILplus・高知－阪神,秋田高専,阪神,1997-7-29,
1800069,https://baseball.yahoo.co.jp/npb/player/1800069/top,川原 陸,カワハラ リク,阪神タイガース,92,投手,長崎,2000年12月12日,186cm,89kg,O,左投げ左打ち,2018年,5位,創成館高（甲）－阪神,創成館高,阪神,2000-12-12,
2000053,https://baseball.yahoo.co.jp/npb/player/2000053/top,佐藤 蓮,サトウ レン,阪神タイガース,98,投手,静岡,1998年4月11日,189cm,103kg,A,右投げ右打ち,2020年,3位,飛龍高－上武大－阪神,飛龍高,阪神,1998-4-11,
2100915,https://baseball.yahoo.co.jp/npb/player/2100915/top,ビーズリー,ビーズリー,阪神タイガース,99,投手,アメリカ,1995年11月20日,191cm,109kg,不明,右投げ右打ち,--,--,クレムソン大－ダイヤモンドバックス－ブルージェイズ－3Aインディアナポリス－阪神,クレムソン大,阪神,1995-11-20,
2102929,https://baseball.yahoo.co.jp/npb/player/2102929/top,森木 大智,モリキ ダイチ,阪神タイガース,120,投手,高知,2003年4月17日,184cm,93kg,O,右投げ右打ち,2021年,1位,高知高－阪神,高知高,阪神,2003-4-17,
2103860,https://baseball.yahoo.co.jp/npb/player/2103860/top,鈴木 勇斗,スズキ ユウト,阪神タイガース,121,投手,鹿児島,2000年3月17日,174cm,86kg,A,左投げ左打ち,2021年,2位,鹿屋中央高－創価大－阪神,鹿屋中央高,阪神,2000-3-17,
1900049,https://baseball.yahoo.co.jp/npb/player/1900049/top,小川 一平,オガワ イッペイ,阪神タイガース,122,投手,神奈川,1997年6月3日,183cm,85kg,A,右投げ右打ち,2019年,6位,横須賀工高－東海大九州キャンパス－阪神,横須賀工高,阪神,1997-6-3,
2107888,https://baseball.yahoo.co.jp/npb/player/2107888/top,松原 快,マツバラ カイ,阪神タイガース,123,投手,富山,1999年8月24日,180cm,88kg,O,右投げ右打ち,2023年,（育）1位,高朋高－ロキテクノ富山－日本海リーグ・富山－阪神,高朋高,阪神,1999-8-24,
1750802,https://baseball.yahoo.co.jp/npb/player/1750802/top,伊藤 稜,イトウ リョウ,阪神タイガース,125,投手,愛知,1999年11月8日,178cm,79kg,B,左投げ左打ち,2021年,（育）1位,中京大中京高（甲）－中京大－阪神,中京大中京高,阪神,1999-11-8,
2112146,https://baseball.yahoo.co.jp/npb/player/2112146/top,工藤 泰成,クドウ タイセイ,阪神タイガース,127,投手,秋田,2001年11月19日,177cm,82kg,A,右投げ左打ち,2024年,（育）1位,明桜高－東京国際大－四国ILplus・徳島－阪神,明桜高,阪神,2001-11-19,
2112127,https://baseball.yahoo.co.jp/npb/player/2112127/top,早川 太貴,ハヤカワ ダイキ,阪神タイガース,129,投手,北海道,1999年12月18日,185cm,95kg,O,右投げ右打ち,2024年,（育）3位,大麻高－小樽商科大－くふうハヤテ－阪神,大麻高,阪神,1999-12-18,
2113276,https://baseball.yahoo.co.jp/npb/player/2113276/top,ベタンセス,ベタンセス,阪神タイガース,131,投手,ドミニカ共和国,1999年10月17日,183cm,102kg,不明,右投げ右打ち,--,--,セナペック校－アストロズ傘下－米独立ゲーリー－阪神,セナペック校,阪神,1999-10-17,
2113277,https://baseball.yahoo.co.jp/npb/player/2113277/top,マルティネス,マルティネス,阪神タイガース,132,投手,ドミニカ共和国,2000年1月10日,190cm,79kg,不明,右投げ右打ち,--,--,セナペック校－カブス傘下－阪神,セナペック校,阪神,2000-1-10,
1300073,https://baseball.yahoo.co.jp/npb/player/1300073/top,梅野 隆太郎,ウメノ リュウタロウ,阪神タイガース,2,捕手,福岡,1991年6月17日,173cm,79kg,A,右投げ右打ち,2013年,4位,福岡工大城東高－福岡大－阪神,福岡工大城東高,阪神,1991-6-17,（ゴ）18～20
1500087,https://baseball.yahoo.co.jp/npb/player/1500087/top,坂本 誠志郎,サカモト セイシロウ,阪神タイガース,12,捕手,兵庫,1993年11月10日,176cm,80kg,O,右投げ右打ち,2015年,2位,履正社高（甲）－明治大－阪神,履正社高,阪神,1993-11-10,（ゴ）23
2000054,https://baseball.yahoo.co.jp/npb/player/2000054/top,榮枝 裕貴,サカエダ ユウキ,阪神タイガース,39,捕手,高知,1998年5月16日,180cm,85kg,A,右投げ右打ち,2020年,4位,高知高－立命館大－阪神,高知高,阪神,1998-5-16,
2103631,https://baseball.yahoo.co.jp/npb/player/2103631/top,町田 隼乙,マチダ ハヤト,阪神タイガース,43,捕手,神奈川,2003年4月3日,186cm,88kg,A,右投げ右打ち,2024年,4位,光明相模原高－BCリーグ・埼玉－阪神,光明相模原高,阪神,2003-4-3,
1600119,https://baseball.yahoo.co.jp/npb/player/1600119/top,長坂 拳弥,ナガサカ ケンヤ,阪神タイガース,57,捕手,群馬,1994年4月28日,173cm,80kg,B,右投げ右打ち,2016年,7位,健大高崎高（甲）－東北福祉大－阪神,健大高崎高,阪神,1994-4-28,
1900048,https://baseball.yahoo.co.jp/npb/player/1900048/top,藤田 健斗,フジタ ケント,阪神タイガース,59,捕手,滋賀,2001年10月18日,173cm,80kg,A,右投げ右打ち,2019年,5位,中京学院大中京高（甲）－阪神,中京学院大中京高,阪神,2001-10-18,
2100253,https://baseball.yahoo.co.jp/npb/player/2100253/top,中川 勇斗,ナカガワ ハヤト,阪神タイガース,68,捕手,愛知,2004年1月27日,172cm,75kg,O,右投げ右打ち,2021年,7位,京都国際高（甲）－阪神,京都国際高,阪神,2004-1-27,
1800067,https://baseball.yahoo.co.jp/npb/player/1800067/top,木浪 聖也,キナミ セイヤ,阪神タイガース,0,内野手,青森,1994年6月15日,179cm,83kg,O,右投げ左打ち,2018年,3位,青森山田高－亜細亜大－Honda－阪神,青森山田高,阪神,1994-6-15,（ベ）23（ゴ）23
1600113,https://baseball.yahoo.co.jp/npb/player/1600113/top,大山 悠輔,オオヤマ ユウスケ,阪神タイガース,3,内野手,茨城,1994年12月19日,181cm,94kg,O,右投げ右打ち,2016年,1位,つくば秀英高－白鴎大－阪神,つくば秀英高,阪神,1994-12-19,（出）23（ベ）23（ゴ）23
1700079,https://baseball.yahoo.co.jp/npb/player/1700079/top,熊谷 敬宥,クマガイ タカヒロ,阪神タイガース,4,内野手,宮城,1995年11月10日,175cm,68kg,A,右投げ右打ち,2017年,3位,仙台育英高（甲）－立教大－阪神,仙台育英高,阪神,1995-11-10,
2000051,https://baseball.yahoo.co.jp/npb/player/2000051/top,佐藤 輝明,サトウ テルアキ,阪神タイガース,8,内野手,兵庫,1999年3月13日,187cm,96kg,B,右投げ左打ち,2020年,1位,仁川学院高－近畿大－阪神,仁川学院高,阪神,1999-3-13,
1300042,https://baseball.yahoo.co.jp/npb/player/1300042/top,渡邉 諒,ワタナベ リョウ,阪神タイガース,25,内野手,茨城,1995年4月30日,178cm,82kg,B,右投げ右打ち,2013年,1位,東海大甲府高（甲）－日本ハム－阪神,東海大甲府高,阪神,1995-4-30,
1600117,https://baseball.yahoo.co.jp/npb/player/1600117/top,糸原 健斗,イトハラ ケント,阪神タイガース,33,内野手,島根,1992年11月11日,175cm,78kg,O,右投げ左打ち,2016年,5位,開星高（甲）－明治大－JX-ENEOS－阪神,開星高,阪神,1992-11-11,
1800066,https://baseball.yahoo.co.jp/npb/player/1800066/top,小幡 竜平,オバタ リュウヘイ,阪神タイガース,38,内野手,大分,2000年9月21日,184cm,76kg,B,右投げ左打ち,2018年,2位,延岡学園高（甲）－阪神,延岡学園高,阪神,2000-9-21,
2100322,https://baseball.yahoo.co.jp/npb/player/2100322/top,戸井 零士,トイ レイジ,阪神タイガース,44,内野手,大阪,2005年1月18日,181cm,78kg,A,右投げ右打ち,2022年,5位,天理高（甲）－阪神,天理高,阪神,2005-1-18,
2110351,https://baseball.yahoo.co.jp/npb/player/2110351/top,佐野 大陽,サノ タイヨウ,阪神タイガース,45,内野手,静岡,2002年2月14日,178cm,81kg,A,右投げ右打ち,2024年,5位,常葉大橘高－中部大－日本海リーグ・富山－阪神,常葉大橘高,阪神,2002-2-14,
2000056,https://baseball.yahoo.co.jp/npb/player/2000056/top,中野 拓夢,ナカノ タクム,阪神タイガース,51,内野手,山形,1996年6月28日,171cm,67kg,A,右投げ左打ち,2020年,6位,日大山形高（甲）－東北福祉大－三菱自動車岡崎－阪神,日大山形高,阪神,1996-6-28,（安）23（盗）21（ベ）22（ゴ）23
