選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,出身大学,所属チーム,birthday,主な獲得タイトル
1000002,https://baseball.yahoo.co.jp/npb/player/1000002/top,筒香 嘉智,筒香 嘉智,横浜DeNAベイスターズ,25,内野手,和歌山,1991年11月26日,185cm,97kg,A,右投左打,2009年,1位,横浜高（甲）－横浜－DeNA－レイズ－ドジャース－パイレーツ－ブルージェイズ－レンジャーズ－米独立・スタンテンアイランド－ジャイアンツ傘下マイナー－DeNA,横浜高,,DeNA,1991-11-26,（本）16（点）16（ベ）15～17
1600167,https://baseball.yahoo.co.jp/npb/player/1600167/top,三森 大貴,三森 大貴,横浜DeNAベイスターズ,26,内野手,埼玉,1999年2月21日,186cm,76kg,A,右投左打,2016年,4位,青森山田高（甲）－ソフトバンク－DeNA,青森山田高,,DeNA,1999-2-21,
1500063,https://baseball.yahoo.co.jp/npb/player/1500063/top,柴田 竜拓,柴田 竜拓,横浜DeNAベイスターズ,31,内野手,岡山,1993年12月16日,167cm,68kg,O,右投左打,2015年,3位,岡山理大付高－国学院大－DeNA,岡山理大付高,国学院大,DeNA,1993-12-16,
2100014,https://baseball.yahoo.co.jp/npb/player/2100014/top,宮下 朝陽,宮下 朝陽,横浜DeNAベイスターズ,34,内野手,北海道,2004年1月26日,182cm,88kg,不明,右投右打,2025年,3位,北海高（甲）－東洋大－DeNA,北海高,東洋大,DeNA,2004-1-26,
1950827,https://baseball.yahoo.co.jp/npb/player/1950827/top,加藤 響,加藤 響,横浜DeNAベイスターズ,37,内野手,神奈川,2002年6月15日,180cm,85kg,A,右投右打,2024年,3位,東海大相模高（甲）－東洋大－四国ILplus・徳島－DeNA,東海大相模高,東洋大,DeNA,2002-6-15,
2000108,https://baseball.yahoo.co.jp/npb/player/2000108/top,井上 朋也,井上 朋也,横浜DeNAベイスターズ,40,内野手,大阪,2003年1月28日,182cm,91kg,A,右投右打,2020年,1位,花咲徳栄高（甲）－ソフトバンク－DeNA,花咲徳栄高,,DeNA,2003-1-28,
2112189,https://baseball.yahoo.co.jp/npb/player/2112189/top,石上 泰輝,石上 泰輝,横浜DeNAベイスターズ,44,内野手,徳島,2001年5月18日,172cm,85kg,A,右投左打,2023年,4位,徳島商高－東洋大－DeNA,徳島商高,東洋大,DeNA,2001-5-18,
2115069,https://baseball.yahoo.co.jp/npb/player/2115069/top,成瀬 脩人,成瀬 脩人,横浜DeNAベイスターズ,48,内野手,愛知,2001年5月23日,175cm,75kg,不明,右投右打,2025年,5位,東海大菅生高－東海大－NTT西日本－DeNA,東海大菅生高,東海大,DeNA,2001-5-23,
1200053,https://baseball.yahoo.co.jp/npb/player/1200053/top,宮﨑 敏郎,宮﨑 敏郎,横浜DeNAベイスターズ,51,内野手,佐賀,1988年12月12日,172cm,85kg,B,右投右打,2012年,6位,厳木高－日本文理大－セガサミー－DeNA,厳木高,日本文理大,DeNA,1988-12-12,（首）17、23（ベ）17、18、23（ゴ）18、23
2111489,https://baseball.yahoo.co.jp/npb/player/2111489/top,田内 真翔,田内 真翔,横浜DeNAベイスターズ,56,内野手,広島,2007年3月6日,177cm,81kg,O,右投右打,2024年,5位,おかやま山陽高（甲）－DeNA,おかやま山陽高,,DeNA,2007-3-6,
1600021,https://baseball.yahoo.co.jp/npb/player/1600021/top,ビシエド,ビシエド,横浜DeNAベイスターズ,66,内野手,キューバ,1989年3月10日,185cm,108kg,不明,右投右打,--,--,エスクエラ・デポルテ・エスパ高－ホワイトソックス－3Aシャーロット－中日－メキシコ・ドスラレドス－DeNA,エスクエラ・デポルテ・エスパ高,,DeNA,1989-3-10,（首）18（安）18（ベ）18、19（ゴ）20、21
1850873,https://baseball.yahoo.co.jp/npb/player/1850873/top,度会 隆輝,度会 隆輝,横浜DeNAベイスターズ,4,外野手,千葉,2002年10月4日,183cm,83kg,A,右投左打,2023年,1位,横浜高（甲）－ENEOS－DeNA,横浜高,,DeNA,2002-10-4,
1600089,https://baseball.yahoo.co.jp/npb/player/1600089/top,佐野 恵太,佐野 恵太,横浜DeNAベイスターズ,7,外野手,岡山,1994年11月28日,178cm,88kg,A,右投左打,2016年,9位,広陵高－明治大－DeNA,広陵高,明治大,DeNA,1994-11-28,（首）20（安）22（ベ）20、22
1700059,https://baseball.yahoo.co.jp/npb/player/1700059/top,神里 和毅,神里 和毅,横浜DeNAベイスターズ,8,外野手,沖縄,1994年1月17日,179cm,86kg,A,右投左打,2017年,2位,糸満高（甲）－中央大－日本生命－DeNA,糸満高,中央大,DeNA,1994-1-17,
1800046,https://baseball.yahoo.co.jp/npb/player/1800046/top,勝又 温史,勝又 温史,横浜DeNAベイスターズ,28,外野手,東京,2000年5月22日,180cm,90kg,不明,右投左打,2018年,4位,日大鶴ケ丘高－DeNA,日大鶴ケ丘高,,DeNA,2000-5-22,
2103696,https://baseball.yahoo.co.jp/npb/player/2103696/top,井上 絢登,井上 絢登,横浜DeNAベイスターズ,55,外野手,福岡,2000年2月23日,178cm,90kg,O,右投左打,2023年,6位,久留米商高－福岡大－四国ILplus・徳島－DeNA,久留米商高,福岡大,DeNA,2000-2-23,
2103703,https://baseball.yahoo.co.jp/npb/player/2103703/top,梶原 昂希,梶原 昂希,横浜DeNAベイスターズ,58,外野手,大分,1999年9月19日,189cm,90kg,A,右投左打,2021年,6位,大分雄城台高－神奈川大－DeNA,大分雄城台高,神奈川大,DeNA,1999-9-19,
1900035,https://baseball.yahoo.co.jp/npb/player/1900035/top,蝦名 達夫,蝦名 達夫,横浜DeNAベイスターズ,61,外野手,青森,1997年9月20日,185cm,93kg,B,右投右打,2019年,6位,青森商高－青森大－DeNA,青森商高,青森大,DeNA,1997-9-20,
1300038,https://baseball.yahoo.co.jp/npb/player/1300038/top,関根 大気,関根 大気,横浜DeNAベイスターズ,63,外野手,愛知,1995年6月28日,173cm,78kg,A,左投左打,2013年,5位,東邦高－DeNA,東邦高,,DeNA,1995-6-28,
2103944,https://baseball.yahoo.co.jp/npb/player/2103944/top,濱 将乃介,濱 将乃介,横浜DeNAベイスターズ,67,外野手,大阪,2000年5月3日,181cm,83kg,O,右投左打,2022年,5位,東海大甲府高－四国ILplus・高知－NOリーグ・福井－中日－DeNA,東海大甲府高,,DeNA,2000-5-3,
2101034,https://baseball.yahoo.co.jp/npb/player/2101034/top,ヒュンメル,ヒュンメル,横浜DeNAベイスターズ,99,外野手,アメリカ,1994年11月28日,175cm,89kg,不明,右投両打,--,--,ポートランド大－ダイヤモンドバックス－マリナーズ－アストロズ－オリオールズ－アストロズ－3Aダーラム－DeNA,ポートランド大,,DeNA,1994-11-28,
1960901,https://baseball.yahoo.co.jp/npb/player/1960901/top,デュプランティエ,デュプランティエ,横浜DeNAベイスターズ,0,投手,アメリカ,1994年7月11日,193cm,103kg,不明,右投左打,--,--,ライス大－ダイヤモンドバックス－3Aナッシュビル－阪神－DeNA,ライス大,,DeNA,1994-7-11,
1700058,https://baseball.yahoo.co.jp/npb/player/1700058/top,東 克樹,東 克樹,横浜DeNAベイスターズ,11,投手,三重,1995年11月29日,170cm,80kg,B,左投左打,2017年,1位,愛工大名電高（甲）－立命館大－DeNA,愛工大名電高,立命館大,DeNA,1995-11-29,（率）23（勝）23、25（新）18（ベ）23（ゴ）23
1650915,https://baseball.yahoo.co.jp/npb/player/1650915/top,竹田 祐,竹田 祐,横浜DeNAベイスターズ,12,投手,大阪,1999年7月5日,184cm,96kg,O,右投右打,2024年,1位,履正社高（甲）－明治大－三菱重工West－DeNA,履正社高,明治大,DeNA,1999-7-5,
2101494,https://baseball.yahoo.co.jp/npb/player/2101494/top,島田 舜也,島田 舜也,横浜DeNAベイスターズ,15,投手,神奈川,2003年4月30日,185cm,95kg,不明,右投右打,2025年,2位,木更津総合高－東洋大－DeNA,木更津総合高,東洋大,DeNA,2003-4-30,
2000034,https://baseball.yahoo.co.jp/npb/player/2000034/top,入江 大生,入江 大生,横浜DeNAベイスターズ,22,投手,栃木,1998年8月26日,187cm,90kg,O,右投右打,2020年,1位,作新学院高（甲）－明治大－DeNA,作新学院高,明治大,DeNA,1998-8-26,
1850838,https://baseball.yahoo.co.jp/npb/player/1850838/top,篠木 健太郎,篠木 健太郎,横浜DeNAベイスターズ,30,投手,群馬,2002年5月7日,177cm,80kg,B,右投左打,2024年,2位,木更津総合高（甲）－法政大－DeNA,木更津総合高,法政大,DeNA,2002-5-7,
2117281,https://baseball.yahoo.co.jp/npb/player/2117281/top,コックス,コックス,横浜DeNAベイスターズ,42,投手,アメリカ,1997年3月28日,193cm,106kg,不明,左投左打,--,--,マーサー大－ロイヤルズ－ブレーブス－DeNA,マーサー大,,DeNA,1997-3-28,
2100109,https://baseball.yahoo.co.jp/npb/player/2100109/top,深沢 鳳介,深沢 鳳介,横浜DeNAベイスターズ,43,投手,東京,2003年11月5日,177cm,80kg,A,右投右打,2021年,5位,専大松戸高（甲）－DeNA,専大松戸高,,DeNA,2003-11-5,
2000099,https://baseball.yahoo.co.jp/npb/player/2000099/top,中川 颯,中川 颯,横浜DeNAベイスターズ,53,投手,神奈川,1998年10月10日,184cm,80kg,A,右投左打,2020年,4位,桐光学園高－立教大－オリックス－DeNA,桐光学園高,立教大,DeNA,1998-10-10,
2112182,https://baseball.yahoo.co.jp/npb/player/2112182/top,石田 裕太郎,石田 裕太郎,横浜DeNAベイスターズ,54,投手,神奈川,2002年1月22日,180cm,80kg,A,右投右打,2023年,5位,静清高－中央大－DeNA,静清高,中央大,DeNA,2002-1-22,
1300031,https://baseball.yahoo.co.jp/npb/player/1300031/top,平良 拳太郎,平良 拳太郎,横浜DeNAベイスターズ,59,投手,沖縄,1995年7月12日,180cm,80kg,O,右投右打,2013年,5位,北山高－巨人－DeNA,北山高,,DeNA,1995-7-12,
2105406,https://baseball.yahoo.co.jp/npb/player/2105406/top,上甲 凌大,上甲 凌大,横浜DeNAベイスターズ,127,捕手,愛媛,2001年1月29日,184cm,90kg,AB,右投左打,2022年,（育）1位,宇和島東高－伯和ビクトリーズ－四国ILplus・愛媛－DeNA,宇和島東高,,DeNA,2001-1-29,
2112221,https://baseball.yahoo.co.jp/npb/player/2112221/top,近藤 大雅,近藤 大雅,横浜DeNAベイスターズ,130,捕手,兵庫,2005年9月18日,174cm,87kg,AB,右投右打,2023年,（育）5位,専大北上高－DeNA,専大北上高,,DeNA,2005-9-18,
2112000,https://baseball.yahoo.co.jp/npb/player/2112000/top,小笠原 蒼,小笠原 蒼,横浜DeNAベイスターズ,125,内野手,愛知,2005年10月20日,180cm,96kg,A,右投左打,2023年,（育）3位,京都翔英高－DeNA,京都翔英高,,DeNA,2005-10-20,
1700037,https://baseball.yahoo.co.jp/npb/player/1700037/top,西巻 賢二,西巻 賢二,横浜DeNAベイスターズ,129,内野手,福島,1999年4月22日,167cm,70kg,A,右投右打,2017年,6位,仙台育英高（甲）－楽天－ロッテ－DeNA,仙台育英高,,DeNA,1999-4-22,
2113519,https://baseball.yahoo.co.jp/npb/player/2113519/top,清水 詩太,清水 詩太,横浜DeNAベイスターズ,131,内野手,福井,2007年9月27日,181cm,75kg,不明,右投右打,2025年,（育）1位,京都国際高（甲）－DeNA,京都国際高,,DeNA,2007-9-27,
2104256,https://baseball.yahoo.co.jp/npb/player/2104256/top,高見澤 郁魅,高見澤 郁魅,横浜DeNAベイスターズ,193,内野手,埼玉,2006年1月18日,183cm,85kg,A,右投左打,2023年,（育）1位,敦賀気比高（甲）－DeNA,敦賀気比高,,DeNA,2006-1-18,
2117755,https://baseball.yahoo.co.jp/npb/player/2117755/top,小針 大輝,小針 大輝,横浜DeNAベイスターズ,155,外野手,東京,2006年10月10日,192cm,88kg,O,左投左打,2024年,（育）1位,日大鶴ケ丘高－DeNA,日大鶴ケ丘高,,DeNA,2006-10-10,
1951008,https://baseball.yahoo.co.jp/npb/player/1951008/top,中西 聖輝,中西 聖輝,中日ドラゴンズ,11,投手,奈良,2003年12月18日,182cm,92kg,不明,右投右打,2025年,1位,智弁和歌山高（甲）－青山学院大－中日,智弁和歌山高,青山学院大,中日,2003-12-18,
1900038,https://baseball.yahoo.co.jp/npb/player/1900038/top,橋本 侑樹,橋本 侑樹,中日ドラゴンズ,13,投手,福井,1998年1月8日,180cm,80kg,A,左投左打,2019年,2位,大垣日大高（甲）－大阪商業大－中日,大垣日大高,大阪商業大,中日,1998-1-8,
1851138,https://baseball.yahoo.co.jp/npb/player/1851138/top,草加 勝,草加 勝,中日ドラゴンズ,14,投手,岡山,2001年11月21日,182cm,77kg,A,右投右打,2023年,1位,創志学園高（甲）－亜細亜大－中日,創志学園高,亜細亜大,中日,2001-11-21,
2100410,https://baseball.yahoo.co.jp/npb/player/2100410/top,櫻井 頼之介,櫻井 頼之介,中日ドラゴンズ,16,投手,兵庫,2003年7月21日,175cm,68kg,不明,右投右打,2025年,2位,聖カタリナ高（甲）－東北福祉大－中日,聖カタリナ高,東北福祉大,中日,2003-7-21,
1600106,https://baseball.yahoo.co.jp/npb/player/1600106/top,柳 裕也,柳 裕也,中日ドラゴンズ,17,投手,宮崎,1994年4月22日,180cm,85kg,A,右投右打,2016年,1位,横浜高（甲）－明治大－中日,横浜高,明治大,中日,1994-4-22,（防）21（振）21（ベ）21（ゴ）21
2000042,https://baseball.yahoo.co.jp/npb/player/2000042/top,髙橋 宏斗,髙橋 宏斗,中日ドラゴンズ,19,投手,愛知,2002年8月9日,186cm,86kg,AB,右投右打,2020年,1位,中京大中京高（甲）－中日,中京大中京高,,中日,2002-8-9,（防）24
500014,https://baseball.yahoo.co.jp/npb/player/500014/top,涌井 秀章,涌井 秀章,中日ドラゴンズ,20,投手,千葉,1986年6月21日,185cm,85kg,A,右投右打,2004年,1巡目,横浜高（甲）－西武－ロッテ－楽天－中日,横浜高,,中日,1986-6-21,（勝）07、09、15、20（沢）09（ゴ）09、10、15、16
2108462,https://baseball.yahoo.co.jp/npb/player/2108462/top,金丸 夢斗,金丸 夢斗,中日ドラゴンズ,21,投手,兵庫,2003年2月1日,177cm,78kg,O,左投左打,2024年,1位,神港橘高－関西大－中日,神港橘高,関西大,中日,2003-2-1,
1000138,https://baseball.yahoo.co.jp/npb/player/1000138/top,大野 雄大,大野 雄大,中日ドラゴンズ,22,投手,京都,1988年9月26日,184cm,85kg,O,左投左打,2010年,1位,京都外大西高（甲）－佛教大－中日,京都外大西高,佛教大,中日,1988-9-26,（防）19、20（振）20（沢）20
2107860,https://baseball.yahoo.co.jp/npb/player/2107860/top,仲地 礼亜,仲地 礼亜,中日ドラゴンズ,26,投手,沖縄,2001年2月15日,177cm,83kg,O,右投右打,2022年,1位,嘉手納高－沖縄大－中日,嘉手納高,沖縄大,中日,2001-2-15,
2060049,https://baseball.yahoo.co.jp/npb/player/2060049/top,アブレウ,アブレウ,中日ドラゴンズ,28,投手,ドミニカ共和国,1995年9月26日,188cm,94kg,不明,右投左打,--,--,ルイス・ホセ・アントワーヌ高－ヤンキース－レンジャーズ－ロイヤルズ－ヤンキース－西武－3Aルイビル－中日,ルイス・ホセ・アントワーヌ高,,中日,1995-9-26,
2000050,https://baseball.yahoo.co.jp/npb/player/2000050/top,松木平 優太,松木平 優太,中日ドラゴンズ,29,投手,大阪,2003年2月24日,180cm,85kg,O,右投右打,2020年,（育）3位,精華高－中日,精華高,,中日,2003-2-24,
1800059,https://baseball.yahoo.co.jp/npb/player/1800059/top,根尾 昂,根尾 昂,中日ドラゴンズ,30,投手,岐阜,2000年4月19日,177cm,85kg,O,右投左打,2018年,1位,大阪桐蔭高（甲）－中日,大阪桐蔭高,,中日,2000-4-19,
2105038,https://baseball.yahoo.co.jp/npb/player/2105038/top,伊藤 茉央,伊藤 茉央,中日ドラゴンズ,32,投手,福島,2000年11月19日,176cm,83kg,O,右投左打,2022年,4位,喜多方高－東京農業大北海道オホーツク－楽天－中日,喜多方高,,中日,2000-11-19,
1300094,https://baseball.yahoo.co.jp/npb/player/1300094/top,杉浦 稔大,杉浦 稔大,中日ドラゴンズ,33,投手,北海道,1992年2月25日,190cm,90kg,A,右投右打,2013年,1位,帯広大谷高－国学院大－ヤクルト－日本ハム－中日,帯広大谷高,国学院大,中日,1992-2-25,
1500077,https://baseball.yahoo.co.jp/npb/player/1500077/top,福 敬登,福 敬登,中日ドラゴンズ,34,投手,兵庫,1992年6月16日,181cm,98kg,O,左投左打,2015年,4位,神戸西高－JR九州－中日,神戸西高,,中日,1992-6-16,（中）20
2104208,https://baseball.yahoo.co.jp/npb/player/2104208/top,福田 幸之介,福田 幸之介,中日ドラゴンズ,36,投手,大阪,2005年8月11日,182cm,88kg,A,左投左打,2023年,4位,履正社高（甲）－中日,履正社高,,中日,2005-8-11,
1200098,https://baseball.yahoo.co.jp/npb/player/1200098/top,松葉 貴大,松葉 貴大,中日ドラゴンズ,38,投手,兵庫,1990年8月14日,179cm,82kg,B,左投左打,2012年,1位,東洋大姫路高（甲）－大阪体育大－オリックス－中日,東洋大姫路高,大阪体育大,中日,1990-8-14,
1800061,https://baseball.yahoo.co.jp/npb/player/1800061/top,勝野 昌慶,勝野 昌慶,中日ドラゴンズ,41,投手,岐阜,1997年6月12日,183cm,95kg,O,右投右打,2018年,3位,土岐商高－三菱重工名古屋－中日,土岐商高,,中日,1997-6-12,
1600076,https://baseball.yahoo.co.jp/npb/player/1600076/top,梅野 雄吾,梅野 雄吾,中日ドラゴンズ,46,投手,福岡,1999年1月13日,177cm,90kg,A,右投右打,2016年,3位,九産大九産高－ヤクルト－中日,九産大九産高,,中日,1999-1-13,
2105295,https://baseball.yahoo.co.jp/npb/player/2105295/top,吉田 聖弥,吉田 聖弥,中日ドラゴンズ,47,投手,佐賀,2002年5月23日,177cm,81kg,A,左投左打,2024年,2位,伊万里農林高－西濃運輸－中日,伊万里農林高,,中日,2002-5-23,
1700104,https://baseball.yahoo.co.jp/npb/player/1700104/top,清水 達也,清水 達也,中日ドラゴンズ,50,投手,埼玉,1999年11月3日,185cm,93kg,AB,右投右打,2017年,4位,花咲徳栄高（甲）－中日,花咲徳栄高,,中日,1999-11-3,
2112136,https://baseball.yahoo.co.jp/npb/player/2112136/top,篠﨑 国忠,篠﨑 国忠,中日ドラゴンズ,52,投手,東京,2005年6月12日,193cm,105kg,不明,右投右打,2025年,3位,修徳高－四国ILplus・徳島－中日,修徳高,,中日,2005-6-12,
1600110,https://baseball.yahoo.co.jp/npb/player/1600110/top,藤嶋 健人,藤嶋 健人,中日ドラゴンズ,54,投手,愛知,1998年5月8日,177cm,90kg,O,右投右打,2016年,5位,東邦高（甲）－中日,東邦高,,中日,1998-5-8,
